node_id,timestamp,datetime_readable,raw_adc,nilai_mm_s,kelembapan_pct,rssi,status
NODE_01,1784295258,2026-07-17 20:34:18,14073548,1.594,73.08,-76,SIAGA
NODE_01,1784295318,2026-07-17 20:35:18,15300781,1.734,72.13,-56,SIAGA
NODE_01,1784295378,2026-07-17 20:36:18,8894119,1.008,63.03,-51,AMAN
NODE_01,1784295438,2026-07-17 20:37:18,11384734,1.29,60.65,-54,AMAN
NODE_01,1784295498,2026-07-17 20:38:18,13914173,1.576,58.2,-66,AMAN
NODE_01,1784295558,2026-07-17 20:39:18,13271941,1.504,65.28,-84,AMAN
NODE_01,1784295618,2026-07-17 20:40:18,9330510,1.057,56.84,-70,AMAN
NODE_01,1784295678,2026-07-17 20:41:18,4914292,0.557,57.9,-70,AMAN
NODE_01,1784295738,2026-07-17 20:42:18,7750659,0.878,69.19,-48,AMAN
NODE_01,1784295798,2026-07-17 20:43:18,7545714,0.855,73.44,-62,SIAGA
NODE_01,1784295858,2026-07-17 20:44:18,12702653,1.439,62.54,-53,AMAN
NODE_01,1784295918,2026-07-17 20:45:18,4713374,0.534,61.53,-76,AMAN
NODE_01,1784295978,2026-07-17 20:46:18,13121630,1.487,65.03,-53,AMAN
NODE_01,1784296038,2026-07-17 20:47:18,14158485,1.604,65.65,-59,AMAN
NODE_01,1784296098,2026-07-17 20:48:18,7070776,0.801,69.55,-62,AMAN
NODE_01,1784296158,2026-07-17 20:49:18,6768909,0.767,64.49,-85,AMAN
NODE_01,1784296218,2026-07-17 20:50:18,8030903,0.91,60.15,-79,AMAN
NODE_01,1784296278,2026-07-17 20:51:18,16703458,1.892,70.99,-73,SIAGA
NODE_01,1784296338,2026-07-17 20:52:18,8003495,0.907,60.61,-52,AMAN
NODE_01,1784296398,2026-07-17 20:53:18,10830662,1.227,55.4,-51,AMAN
NODE_01,1784296458,2026-07-17 20:54:18,12846336,1.455,67.97,-51,AMAN
NODE_01,1784296518,2026-07-17 20:55:18,5991866,0.679,65.55,-49,AMAN
NODE_01,1784296578,2026-07-17 20:56:18,9424739,1.068,61.11,-58,AMAN
NODE_01,1784296638,2026-07-17 20:57:18,3361900,0.381,60.21,-82,AMAN
NODE_01,1784296698,2026-07-17 20:58:18,13277726,1.504,74.26,-76,SIAGA
NODE_01,1784296758,2026-07-17 20:59:18,6796819,0.77,56.92,-46,AMAN
NODE_01,1784296818,2026-07-17 21:00:18,10967274,1.243,59.44,-64,AMAN
NODE_01,1784296878,2026-07-17 21:01:18,15391536,1.744,67.87,-60,AMAN
NODE_01,1784296938,2026-07-17 21:02:18,12575358,1.425,60.54,-69,AMAN
NODE_01,1784296998,2026-07-17 21:03:18,13388471,1.517,59.05,-77,AMAN
NODE_01,1784297058,2026-07-17 21:04:18,10386848,1.177,65.52,-77,AMAN
NODE_01,1784297118,2026-07-17 21:05:18,15779014,1.788,72.02,-57,SIAGA
NODE_01,1784297178,2026-07-17 21:06:18,6521197,0.739,56.69,-59,AMAN
NODE_01,1784297238,2026-07-17 21:07:18,14104553,1.598,58.55,-54,AMAN
NODE_01,1784297298,2026-07-17 21:08:18,10577727,1.198,69.76,-49,AMAN
NODE_01,1784297358,2026-07-17 21:09:18,5887164,0.667,55.51,-70,AMAN
NODE_01,1784297418,2026-07-17 21:10:18,7380506,0.836,69.56,-83,AMAN
NODE_01,1784297478,2026-07-17 21:11:18,12053166,1.366,68.31,-83,AMAN
NODE_01,1784297538,2026-07-17 21:12:18,15834508,1.794,71.24,-71,SIAGA
NODE_01,1784297598,2026-07-17 21:13:18,6282704,0.712,68.53,-48,AMAN
NODE_01,1784297658,2026-07-17 21:14:18,10703276,1.213,55.98,-46,AMAN
NODE_01,1784297718,2026-07-17 21:15:18,3805526,0.431,68.59,-53,AMAN
NODE_01,1784297778,2026-07-17 21:16:18,5411465,0.613,68.91,-57,AMAN
NODE_01,1784297838,2026-07-17 21:17:18,10822000,1.226,62.88,-54,AMAN
NODE_01,1784297898,2026-07-17 21:18:18,12671365,1.436,74.77,-85,SIAGA
NODE_01,1784297958,2026-07-17 21:19:18,12078247,1.368,60.47,-72,AMAN
NODE_01,1784298018,2026-07-17 21:20:18,6296726,0.713,57.24,-50,AMAN
NODE_01,1784298078,2026-07-17 21:21:18,13874973,1.572,56.61,-83,AMAN
NODE_01,1784298138,2026-07-17 21:22:18,6124201,0.694,64.12,-80,AMAN
NODE_01,1784298198,2026-07-17 21:23:18,9317802,1.056,69.13,-78,AMAN
NODE_01,1784298258,2026-07-17 21:24:18,14039047,1.591,74.32,-61,SIAGA
NODE_01,1784298318,2026-07-17 21:25:18,10581915,1.199,71.34,-53,SIAGA
NODE_01,1784298378,2026-07-17 21:26:18,8186667,0.928,58.29,-51,AMAN
NODE_01,1784298438,2026-07-17 21:27:18,9402132,1.065,66.58,-73,AMAN
NODE_01,1784298498,2026-07-17 21:28:18,5822733,0.66,71.56,-59,SIAGA
NODE_01,1784298558,2026-07-17 21:29:18,11250743,1.275,65.36,-84,AMAN
NODE_01,1784298618,2026-07-17 21:30:18,13136004,1.488,64.27,-56,AMAN
NODE_01,1784298678,2026-07-17 21:31:18,13382560,1.516,62.2,-74,AMAN
NODE_01,1784298738,2026-07-17 21:32:18,10591603,1.2,64.78,-66,AMAN
NODE_01,1784298798,2026-07-17 21:33:18,13542397,1.534,71.72,-66,SIAGA
NODE_01,1784298858,2026-07-17 21:34:18,5390118,0.611,63.53,-84,AMAN
NODE_01,1784298918,2026-07-17 21:35:18,11027873,1.249,72.87,-49,SIAGA
NODE_01,1784298978,2026-07-17 21:36:18,6865086,0.778,55.71,-56,AMAN
NODE_01,1784299038,2026-07-17 21:37:18,5604142,0.635,59.35,-61,AMAN
NODE_01,1784299098,2026-07-17 21:38:18,13784087,1.562,74.92,-69,SIAGA
NODE_01,1784299158,2026-07-17 21:39:18,14526206,1.646,59.46,-65,AMAN
NODE_01,1784299218,2026-07-17 21:40:18,5863741,0.664,64.03,-68,AMAN
NODE_01,1784299278,2026-07-17 21:41:18,5264824,0.596,71.92,-76,SIAGA
NODE_01,1784299338,2026-07-17 21:42:18,11001174,1.246,56.94,-52,AMAN
NODE_01,1784299398,2026-07-17 21:43:18,5485348,0.621,65.82,-51,AMAN
NODE_01,1784299458,2026-07-17 21:44:18,12815435,1.452,56.26,-72,AMAN
NODE_01,1784299518,2026-07-17 21:45:18,9182709,1.04,72.06,-83,SIAGA
NODE_01,1784299578,2026-07-17 21:46:18,15623560,1.77,60.04,-56,AMAN
NODE_01,1784299638,2026-07-17 21:47:18,9658945,1.094,67.04,-80,AMAN
NODE_01,1784299698,2026-07-17 21:48:18,5203604,0.59,72.55,-62,SIAGA
NODE_01,1784299758,2026-07-17 21:49:18,10621827,1.203,61.18,-69,AMAN
NODE_01,1784299818,2026-07-17 21:50:18,5273982,0.598,56.46,-46,AMAN
NODE_01,1784299878,2026-07-17 21:51:18,8143766,0.923,67.8,-45,AMAN
NODE_01,1784299938,2026-07-17 21:52:18,5996770,0.679,71.45,-80,SIAGA
NODE_01,1784299998,2026-07-17 21:53:18,4863579,0.551,66.83,-56,AMAN
NODE_01,1784300058,2026-07-17 21:54:18,6977160,0.79,66.93,-75,AMAN
NODE_01,1784300118,2026-07-17 21:55:18,12350994,1.399,57.07,-85,AMAN
NODE_01,1784300178,2026-07-17 21:56:18,8844175,1.002,66.74,-79,AMAN
NODE_01,1784300238,2026-07-17 21:57:18,15158222,1.717,70.64,-82,SIAGA
NODE_01,1784300298,2026-07-17 21:58:18,11250076,1.275,65.44,-67,AMAN
NODE_01,1784300358,2026-07-17 21:59:18,5407195,0.613,57.23,-49,AMAN
NODE_01,1784300418,2026-07-17 22:00:18,15225177,1.725,58.37,-49,AMAN
NODE_01,1784300478,2026-07-17 22:01:18,7411192,0.84,59.2,-68,AMAN
NODE_01,1784300538,2026-07-17 22:02:18,13419601,1.52,72.23,-57,SIAGA
NODE_01,1784300598,2026-07-17 22:03:18,7072789,0.801,68.06,-63,AMAN
NODE_01,1784300658,2026-07-17 22:04:18,13640221,1.545,75.02,-69,SIAGA
NODE_01,1784300718,2026-07-17 22:05:18,12123014,1.373,72.48,-54,SIAGA
NODE_01,1784300778,2026-07-17 22:06:18,8152511,0.924,61.68,-46,AMAN
NODE_01,1784300838,2026-07-17 22:07:18,13669141,1.549,61.74,-58,AMAN
NODE_01,1784300898,2026-07-17 22:08:18,11470418,1.3,73.76,-64,SIAGA
NODE_01,1784300958,2026-07-17 22:09:18,7185446,0.814,55.91,-75,AMAN
NODE_01,1784301018,2026-07-17 22:10:18,13912030,1.576,58.79,-53,AMAN
NODE_01,1784301078,2026-07-17 22:11:18,9659616,1.094,58.15,-63,AMAN
NODE_01,1784301138,2026-07-17 22:12:18,6896914,0.781,63.83,-84,AMAN
NODE_01,1784301198,2026-07-17 22:13:18,6826920,0.773,71.08,-85,SIAGA
NODE_01,1784301258,2026-07-17 22:14:18,12218937,1.384,63.95,-83,AMAN
NODE_01,1784301318,2026-07-17 22:15:18,14962943,1.695,72.68,-46,SIAGA
NODE_01,1784301378,2026-07-17 22:16:18,13425666,1.521,74.23,-65,SIAGA
NODE_01,1784301438,2026-07-17 22:17:18,13806550,1.564,57.13,-73,AMAN
NODE_01,1784301498,2026-07-17 22:18:18,16372188,1.855,61.93,-69,AMAN
NODE_01,1784301558,2026-07-17 22:19:18,8066745,0.914,62.26,-57,AMAN
NODE_01,1784301618,2026-07-17 22:20:18,10848774,1.229,74.04,-75,SIAGA
NODE_01,1784301678,2026-07-17 22:21:18,13385865,1.517,66.41,-78,AMAN
NODE_01,1784301738,2026-07-17 22:22:18,5135559,0.582,63.29,-72,AMAN
NODE_01,1784301798,2026-07-17 22:23:18,4560022,0.517,58.49,-51,AMAN
NODE_01,1784301858,2026-07-17 22:24:18,5867753,0.665,61.74,-69,AMAN
NODE_01,1784301918,2026-07-17 22:25:18,6818690,0.773,56.95,-72,AMAN
NODE_01,1784301978,2026-07-17 22:26:18,14527596,1.646,70.28,-64,SIAGA
NODE_01,1784302038,2026-07-17 22:27:18,10469278,1.186,64.27,-83,AMAN
NODE_01,1784302098,2026-07-17 22:28:18,15676419,1.776,69.19,-54,AMAN
NODE_01,1784302158,2026-07-17 22:29:18,11322206,1.283,56.28,-63,AMAN
NODE_01,1784302218,2026-07-17 22:30:18,13483628,1.528,70.39,-75,SIAGA
NODE_01,1784302278,2026-07-17 22:31:18,11023295,1.249,69.38,-80,AMAN
NODE_01,1784302338,2026-07-17 22:32:18,14722569,1.668,60.18,-66,AMAN
NODE_01,1784302398,2026-07-17 22:33:18,9537787,1.081,64.21,-62,AMAN
NODE_01,1784302458,2026-07-17 22:34:18,8741645,0.99,56.8,-80,AMAN
NODE_01,1784302518,2026-07-17 22:35:18,7783652,0.882,60.69,-63,AMAN
NODE_01,1784302578,2026-07-17 22:36:18,10430932,1.182,56.04,-57,AMAN
NODE_01,1784302638,2026-07-17 22:37:18,7402613,0.839,62.72,-61,AMAN
NODE_01,1784302698,2026-07-17 22:38:18,10155070,1.151,64.55,-76,AMAN
NODE_01,1784302758,2026-07-17 22:39:18,16756692,1.898,68.65,-63,AMAN
NODE_01,1784302818,2026-07-17 22:40:18,17007927,1.927,56.87,-47,AMAN
NODE_01,1784302878,2026-07-17 22:41:18,12752900,1.445,65.63,-48,AMAN
NODE_01,1784302938,2026-07-17 22:42:18,6136097,0.695,67.43,-47,AMAN
NODE_01,1784302998,2026-07-17 22:43:18,6761099,0.766,65.29,-47,AMAN
NODE_01,1784303058,2026-07-17 22:44:18,9608147,1.089,57.51,-56,AMAN
NODE_01,1784303118,2026-07-17 22:45:18,12565503,1.424,55.24,-59,AMAN
NODE_01,1784303178,2026-07-17 22:46:18,9326139,1.057,69.18,-62,AMAN
NODE_01,1784303238,2026-07-17 22:47:18,16442439,1.863,68.05,-57,AMAN
NODE_01,1784303298,2026-07-17 22:48:18,11889686,1.347,73.26,-45,SIAGA
NODE_01,1784303358,2026-07-17 22:49:18,7611857,0.862,55.84,-69,AMAN
NODE_01,1784303418,2026-07-17 22:50:18,7271635,0.824,72.63,-75,SIAGA
NODE_01,1784303478,2026-07-17 22:51:18,7257923,0.822,72.91,-85,SIAGA
NODE_01,1784303538,2026-07-17 22:52:18,10518527,1.192,59.25,-67,AMAN
NODE_01,1784303598,2026-07-17 22:53:18,12449449,1.41,74.1,-74,SIAGA
NODE_01,1784303658,2026-07-17 22:54:18,5679056,0.643,55.36,-74,AMAN
NODE_01,1784303718,2026-07-17 22:55:18,10913872,1.237,70.92,-54,SIAGA
NODE_01,1784303778,2026-07-17 22:56:18,11188911,1.268,70.6,-72,SIAGA
NODE_01,1784303838,2026-07-17 22:57:18,12764924,1.446,69.52,-46,AMAN
NODE_01,1784303898,2026-07-17 22:58:18,6252107,0.708,68.08,-74,AMAN
NODE_01,1784303958,2026-07-17 22:59:18,9565465,1.084,61.65,-67,AMAN
NODE_01,1784304018,2026-07-17 23:00:18,9787660,1.109,66.46,-78,AMAN
NODE_01,1784304078,2026-07-17 23:01:18,4090077,0.463,59.84,-55,AMAN
NODE_01,1784304138,2026-07-17 23:02:18,10201919,1.156,74.56,-77,SIAGA
NODE_01,1784304198,2026-07-17 23:03:18,12193047,1.381,56.51,-45,AMAN
NODE_01,1784304258,2026-07-17 23:04:18,6590495,0.747,62.68,-63,AMAN
NODE_01,1784304318,2026-07-17 23:05:18,16365072,1.854,72.29,-50,SIAGA
NODE_01,1784304378,2026-07-17 23:06:18,9950241,1.127,62.51,-66,AMAN
NODE_01,1784304438,2026-07-17 23:07:18,10817729,1.226,66.99,-53,AMAN
NODE_01,1784304498,2026-07-17 23:08:18,13123643,1.487,67.9,-51,AMAN
NODE_01,1784304558,2026-07-17 23:09:18,4189464,0.475,69.31,-77,AMAN
NODE_01,1784304618,2026-07-17 23:10:18,16614944,1.882,62.11,-83,AMAN
NODE_01,1784304678,2026-07-17 23:11:18,8719325,0.988,71.53,-53,SIAGA
NODE_01,1784304738,2026-07-17 23:12:18,11868731,1.345,60.98,-85,AMAN
NODE_01,1784304798,2026-07-17 23:13:18,5077362,0.575,60.35,-49,AMAN
NODE_01,1784304858,2026-07-17 23:14:18,15038075,1.704,70.44,-76,SIAGA
NODE_01,1784304918,2026-07-17 23:15:18,6734377,0.763,74.43,-57,SIAGA
NODE_01,1784304978,2026-07-17 23:16:18,7625622,0.864,70.99,-84,SIAGA
NODE_01,1784305038,2026-07-17 23:17:18,16106844,1.825,58.21,-51,AMAN
NODE_01,1784305098,2026-07-17 23:18:18,12498527,1.416,71.21,-71,SIAGA
NODE_01,1784305158,2026-07-17 23:19:18,7878458,0.893,56.21,-56,AMAN
NODE_01,1784305218,2026-07-17 23:20:18,5546040,0.628,71.81,-77,SIAGA
NODE_01,1784305278,2026-07-17 23:21:18,14254535,1.615,72.36,-51,SIAGA
NODE_01,1784305338,2026-07-17 23:22:18,16611187,1.882,70.89,-68,SIAGA
NODE_01,1784305398,2026-07-17 23:23:18,12224306,1.385,60.14,-57,AMAN
NODE_01,1784305458,2026-07-17 23:24:18,7445828,0.844,68.62,-81,AMAN
NODE_01,1784305518,2026-07-17 23:25:18,5944544,0.673,61.77,-66,AMAN
NODE_01,1784305578,2026-07-17 23:26:18,7086039,0.803,65.35,-45,AMAN
NODE_01,1784305638,2026-07-17 23:27:18,15937451,1.806,67.52,-74,AMAN
NODE_01,1784305698,2026-07-17 23:28:18,11412492,1.293,58.56,-67,AMAN
NODE_01,1784305758,2026-07-17 23:29:18,6603551,0.748,58.18,-50,AMAN
NODE_01,1784305818,2026-07-17 23:30:18,11014543,1.248,66.7,-56,AMAN
NODE_01,1784305878,2026-07-17 23:31:18,8300955,0.94,56.7,-51,AMAN
NODE_01,1784305938,2026-07-17 23:32:18,4857118,0.55,56.36,-71,AMAN
NODE_01,1784305998,2026-07-17 23:33:18,6274770,0.711,60.29,-75,AMAN
NODE_01,1784306058,2026-07-17 23:34:18,16353500,1.853,72.61,-56,SIAGA
NODE_01,1784306118,2026-07-17 23:35:18,15129610,1.714,66.37,-59,AMAN
NODE_01,1784306178,2026-07-17 23:36:18,8670386,0.982,60.43,-65,AMAN
NODE_01,1784306238,2026-07-17 23:37:18,15409417,1.746,60.93,-53,AMAN
NODE_01,1784306298,2026-07-17 23:38:18,11504368,1.303,74.66,-55,SIAGA
NODE_01,1784306358,2026-07-17 23:39:18,15373214,1.742,60.07,-66,AMAN
NODE_01,1784306418,2026-07-17 23:40:18,5751484,0.652,66.75,-47,AMAN
NODE_01,1784306478,2026-07-17 23:41:18,11147281,1.263,64.8,-64,AMAN
NODE_01,1784306538,2026-07-17 23:42:18,7911092,0.896,56.15,-77,AMAN
NODE_01,1784306598,2026-07-17 23:43:18,14248807,1.614,64.45,-68,AMAN
NODE_01,1784306658,2026-07-17 23:44:18,13974634,1.583,68.08,-72,AMAN
NODE_01,1784306718,2026-07-17 23:45:18,10207368,1.156,56.2,-82,AMAN
NODE_01,1784306778,2026-07-17 23:46:18,14563011,1.65,65.41,-51,AMAN
NODE_01,1784306838,2026-07-17 23:47:18,4437142,0.503,57.24,-77,AMAN
NODE_01,1784306898,2026-07-17 23:48:18,15103914,1.711,68.19,-75,AMAN
NODE_01,1784306958,2026-07-17 23:49:18,5926335,0.671,72.55,-66,SIAGA
NODE_01,1784307018,2026-07-17 23:50:18,6274636,0.711,66.19,-55,AMAN
NODE_01,1784307078,2026-07-17 23:51:18,6197123,0.702,56.47,-46,AMAN
NODE_01,1784307138,2026-07-17 23:52:18,5560598,0.63,64.53,-56,AMAN
NODE_01,1784307198,2026-07-17 23:53:18,7647586,0.866,70.2,-53,SIAGA
NODE_01,1784307258,2026-07-17 23:54:18,3838071,0.435,57.91,-78,AMAN
NODE_01,1784307318,2026-07-17 23:55:18,15075071,1.708,67.53,-72,AMAN
NODE_01,1784307378,2026-07-17 23:56:18,11244360,1.274,69.96,-79,AMAN
NODE_01,1784307438,2026-07-17 23:57:18,7239463,0.82,67.77,-68,AMAN
NODE_01,1784307498,2026-07-17 23:58:18,9948424,1.127,67.08,-63,AMAN
NODE_01,1784307558,2026-07-17 23:59:18,9741680,1.104,63.4,-50,AMAN
NODE_01,1784307618,2026-07-18 00:00:18,12759630,1.446,73.88,-49,SIAGA
NODE_01,1784307678,2026-07-18 00:01:18,13196570,1.495,64.05,-49,AMAN
NODE_01,1784307738,2026-07-18 00:02:18,10932933,1.239,72.06,-70,SIAGA
NODE_01,1784307798,2026-07-18 00:03:18,6644386,0.753,69.45,-53,AMAN
NODE_01,1784307858,2026-07-18 00:04:18,6115256,0.693,66.92,-77,AMAN
NODE_01,1784307918,2026-07-18 00:05:18,5465370,0.619,54.75,-67,AMAN
NODE_01,1784307978,2026-07-18 00:06:18,7924107,0.898,58.51,-60,AMAN
NODE_01,1784308038,2026-07-18 00:07:18,5762964,0.653,54.66,-53,AMAN
NODE_01,1784308098,2026-07-18 00:08:18,13973970,1.583,63.01,-77,AMAN
NODE_01,1784308158,2026-07-18 00:09:18,8092415,0.917,69.77,-68,AMAN
NODE_01,1784308218,2026-07-18 00:10:18,8819739,0.999,70.71,-72,SIAGA
NODE_01,1784308278,2026-07-18 00:11:18,9361056,1.061,57.08,-72,AMAN
NODE_01,1784308338,2026-07-18 00:12:18,12516790,1.418,60.46,-74,AMAN
NODE_01,1784308398,2026-07-18 00:13:18,7521731,0.852,70.72,-47,SIAGA
NODE_01,1784308458,2026-07-18 00:14:18,3888656,0.441,59.45,-79,AMAN
NODE_01,1784308518,2026-07-18 00:15:18,12876681,1.459,60.04,-79,AMAN
NODE_01,1784308578,2026-07-18 00:16:18,10596627,1.201,75.13,-70,SIAGA
NODE_01,1784308638,2026-07-18 00:17:18,11865189,1.344,63.33,-83,AMAN
NODE_01,1784308698,2026-07-18 00:18:18,4145356,0.47,68.19,-55,AMAN
NODE_01,1784308758,2026-07-18 00:19:18,8848832,1.003,65.14,-71,AMAN
NODE_01,1784308818,2026-07-18 00:20:18,6770540,0.767,71.4,-83,SIAGA
NODE_01,1784308878,2026-07-18 00:21:18,12246043,1.387,59.96,-49,AMAN
NODE_01,1784308938,2026-07-18 00:22:18,12988618,1.472,66.47,-60,AMAN
NODE_01,1784308998,2026-07-18 00:23:18,7728022,0.876,63.82,-79,AMAN
NODE_01,1784309058,2026-07-18 00:24:18,3838994,0.435,68.85,-74,AMAN
NODE_01,1784309118,2026-07-18 00:25:18,11530994,1.306,73.78,-54,SIAGA
NODE_01,1784309178,2026-07-18 00:26:18,9469340,1.073,56.1,-72,AMAN
NODE_01,1784309238,2026-07-18 00:27:18,6361895,0.721,68.9,-62,AMAN
NODE_01,1784309298,2026-07-18 00:28:18,13367710,1.515,62.36,-58,AMAN
NODE_01,1784309358,2026-07-18 00:29:18,13038328,1.477,65.55,-82,AMAN
NODE_01,1784309418,2026-07-18 00:30:18,8238087,0.933,72.76,-63,SIAGA
NODE_01,1784309478,2026-07-18 00:31:18,10289580,1.166,64.92,-50,AMAN
NODE_01,1784309538,2026-07-18 00:32:18,9038920,1.024,62.15,-68,AMAN
NODE_01,1784309598,2026-07-18 00:33:18,14451792,1.637,57.01,-54,AMAN
NODE_01,1784309658,2026-07-18 00:34:18,13137030,1.488,60.97,-60,AMAN
NODE_01,1784309718,2026-07-18 00:35:18,12539344,1.421,71.65,-51,SIAGA
NODE_01,1784309778,2026-07-18 00:36:18,15420897,1.747,65.34,-51,AMAN
NODE_01,1784309838,2026-07-18 00:37:18,10408521,1.179,60.75,-64,AMAN
NODE_01,1784309898,2026-07-18 00:38:18,6572836,0.745,68.55,-57,AMAN
NODE_01,1784309958,2026-07-18 00:39:18,11433758,1.295,67.04,-64,AMAN
NODE_01,1784310018,2026-07-18 00:40:18,12238109,1.387,70.29,-59,SIAGA
NODE_01,1784310078,2026-07-18 00:41:18,14991636,1.699,74.34,-65,SIAGA
NODE_01,1784310138,2026-07-18 00:42:18,9039055,1.024,69.19,-65,AMAN
NODE_01,1784310198,2026-07-18 00:43:18,9093777,1.03,58.39,-56,AMAN
NODE_01,1784310258,2026-07-18 00:44:18,12482635,1.414,71.04,-79,SIAGA
NODE_01,1784310318,2026-07-18 00:45:18,14473960,1.64,70.81,-82,SIAGA
NODE_01,1784310378,2026-07-18 00:46:18,9513463,1.078,68.6,-48,AMAN
NODE_01,1784310438,2026-07-18 00:47:18,5621403,0.637,64.84,-77,AMAN
NODE_01,1784310498,2026-07-18 00:48:18,12163316,1.378,62.28,-64,AMAN
NODE_01,1784310558,2026-07-18 00:49:18,9791666,1.109,56.27,-51,AMAN
NODE_01,1784310618,2026-07-18 00:50:18,16747269,1.897,58.56,-59,AMAN
NODE_01,1784310678,2026-07-18 00:51:18,8421500,0.954,62.17,-46,AMAN
NODE_01,1784310738,2026-07-18 00:52:18,8736154,0.99,69.51,-79,AMAN
NODE_01,1784310798,2026-07-18 00:53:18,13749855,1.558,62.09,-70,AMAN
NODE_01,1784310858,2026-07-18 00:54:18,13412890,1.52,55.21,-53,AMAN
NODE_01,1784310918,2026-07-18 00:55:18,10984420,1.244,65.03,-84,AMAN
NODE_01,1784310978,2026-07-18 00:56:18,9942335,1.126,67.19,-50,AMAN
NODE_01,1784311038,2026-07-18 00:57:18,5277517,0.598,67.78,-64,AMAN
NODE_01,1784311098,2026-07-18 00:58:18,4448430,0.504,71.49,-82,SIAGA
NODE_01,1784311158,2026-07-18 00:59:18,9936147,1.126,66.66,-76,AMAN
NODE_01,1784311218,2026-07-18 01:00:18,6409413,0.726,62.35,-55,AMAN
NODE_01,1784311278,2026-07-18 01:01:18,8502460,0.963,65.53,-80,AMAN
NODE_01,1784311338,2026-07-18 01:02:18,6303020,0.714,54.83,-57,AMAN
NODE_01,1784311398,2026-07-18 01:03:18,7340117,0.832,67.34,-65,AMAN
NODE_01,1784311458,2026-07-18 01:04:18,15040007,1.704,66.1,-73,AMAN
NODE_01,1784311518,2026-07-18 01:05:18,13850819,1.569,75.08,-55,SIAGA
NODE_01,1784311578,2026-07-18 01:06:18,13879954,1.573,72.18,-77,SIAGA
NODE_01,1784311638,2026-07-18 01:07:18,14695456,1.665,64.83,-67,AMAN
NODE_01,1784311698,2026-07-18 01:08:18,4473972,0.507,57.06,-61,AMAN
NODE_01,1784311758,2026-07-18 01:09:18,9918733,1.124,65.44,-79,AMAN
NODE_01,1784311818,2026-07-18 01:10:18,6077113,0.689,56.98,-54,AMAN
NODE_01,1784311878,2026-07-18 01:11:18,10180823,1.153,60.86,-48,AMAN
NODE_01,1784311938,2026-07-18 01:12:18,15284273,1.732,58.56,-73,AMAN
NODE_01,1784311998,2026-07-18 01:13:18,5372310,0.609,59.12,-64,AMAN
NODE_01,1784312058,2026-07-18 01:14:18,3600686,0.408,62.89,-50,AMAN
NODE_01,1784312118,2026-07-18 01:15:18,16735292,1.896,73.55,-74,SIAGA
NODE_01,1784312178,2026-07-18 01:16:18,11343711,1.285,57.95,-50,AMAN
NODE_01,1784312238,2026-07-18 01:17:18,9857072,1.117,67.16,-52,AMAN
NODE_01,1784312298,2026-07-18 01:18:18,8962489,1.015,60.78,-67,AMAN
NODE_01,1784312358,2026-07-18 01:19:18,11237117,1.273,59.21,-68,AMAN
NODE_01,1784312418,2026-07-18 01:20:18,16125054,1.827,58.92,-72,AMAN
NODE_01,1784312478,2026-07-18 01:21:18,13590606,1.54,73.67,-56,SIAGA
NODE_01,1784312538,2026-07-18 01:22:18,8474485,0.96,67.5,-82,AMAN
NODE_01,1784312598,2026-07-18 01:23:18,7186757,0.814,58.08,-60,AMAN
NODE_01,1784312658,2026-07-18 01:24:18,7863888,0.891,62.95,-49,AMAN
NODE_01,1784312718,2026-07-18 01:25:18,14105766,1.598,69.18,-46,AMAN
NODE_01,1784312778,2026-07-18 01:26:18,15325959,1.736,69.89,-85,AMAN
NODE_01,1784312838,2026-07-18 01:27:18,7996671,0.906,74.05,-53,SIAGA
NODE_01,1784312898,2026-07-18 01:28:18,11263071,1.276,65.87,-74,AMAN
NODE_01,1784312958,2026-07-18 01:29:18,12008806,1.361,73.03,-60,SIAGA
NODE_01,1784313018,2026-07-18 01:30:18,14068244,1.594,59.28,-74,AMAN
NODE_01,1784313078,2026-07-18 01:31:18,4130856,0.468,63.42,-49,AMAN
NODE_01,1784313138,2026-07-18 01:32:18,6639583,0.752,70.99,-59,SIAGA
NODE_01,1784313198,2026-07-18 01:33:18,9165984,1.038,68.74,-67,AMAN
NODE_01,1784313258,2026-07-18 01:34:18,13799437,1.563,64.45,-72,AMAN
NODE_01,1784313318,2026-07-18 01:35:18,14941473,1.693,62.1,-71,AMAN
NODE_01,1784313378,2026-07-18 01:36:18,9783244,1.108,67.38,-65,AMAN
NODE_01,1784313438,2026-07-18 01:37:18,6763987,0.766,62.83,-75,AMAN
NODE_01,1784313498,2026-07-18 01:38:18,3965562,0.449,66.55,-46,AMAN
NODE_01,1784313558,2026-07-18 01:39:18,10822859,1.226,65.79,-68,AMAN
NODE_01,1784313618,2026-07-18 01:40:18,4934634,0.559,67.18,-64,AMAN
NODE_01,1784313678,2026-07-18 01:41:18,9620195,1.09,73.72,-54,SIAGA
NODE_01,1784313738,2026-07-18 01:42:18,10651296,1.207,71.67,-73,SIAGA
NODE_01,1784313798,2026-07-18 01:43:18,6563902,0.744,67.33,-56,AMAN
NODE_01,1784313858,2026-07-18 01:44:18,8941634,1.013,65.67,-66,AMAN
NODE_01,1784313918,2026-07-18 01:45:18,8442469,0.957,74.7,-71,SIAGA
NODE_01,1784313978,2026-07-18 01:46:18,17033527,1.93,57.26,-84,AMAN
NODE_01,1784314038,2026-07-18 01:47:18,12898955,1.461,72.57,-62,SIAGA
NODE_01,1784314098,2026-07-18 01:48:18,4000876,0.453,61.79,-68,AMAN
